id,user_id,created_at,updated_at,status,payment_method,subtotal,tax,shipping,total_amount,shipping_address_id,billing_address_id,data
eb319855-4267-4627-b22c-fa05c0382d2c,b9f175e6-7af9-476a-aa3d-8d113db7a744,2025-03-21 15:18:37.478916+00,2025-03-21 15:18:37.478916+00,pending,,,,,,,,"{""items"": [{""price"": 49.99, ""quantity"": 1, ""productId"": ""4137d417-a64b-48d6-9c24-e8a4cf13fc69""}, {""price"": 129.99, ""quantity"": 1, ""productId"": ""b5f25f0b-0620-4225-9951-fc660abec443""}], ""total"": 214.17620000000002, ""subtotal"": 179.98000000000002, ""orderStatus"": ""pending_payment"", ""paymentMethod"": ""cash_on_delivery"", ""deliveryMethod"": ""shipping""}"
